pars1,popsize,population,location
44,1867.42,N1,Lumen
45,369.238,N0,Wall
45,1909.15,N1,Wall
45,13.6621,N0,Lumen
45,1866.91,N1,Lumen
46,369.362,N0,Wall
46,1909,N1,Wall
46,13.607,N0,Lumen
46,1866.41,N1,Lumen
47,369.479,N0,Wall
47,1908.87,N1,Wall
47,13.555,N0,Lumen
47,1865.95,N1,Lumen
48,369.591,N0,Wall
48,1908.74,N1,Wall
48,13.5058,N0,Lumen
48,1865.5,N1,Lumen
49,369.697,N0,Wall
49,1908.61,N1,Wall
49,13.4592,N0,Lumen
49,1865.07,N1,Lumen
50,369.799,N0,Wall
50,1908.49,N1,Wall
50,13.4151,N0,Lumen
50,1864.67,N1,Lumen
51,369.897,N0,Wall
51,1908.38,N1,Wall
51,13.3732,N0,Lumen
51,1864.28,N1,Lumen
52,369.99,N0,Wall
52,1908.27,N1,Wall
52,13.3334,N0,Lumen
52,1863.91,N1,Lumen
53,370.079,N0,Wall
53,1908.16,N1,Wall
53,13.2955,N0,Lumen
53,1863.56,N1,Lumen
54,370.164,N0,Wall
54,1908.06,N1,Wall
54,13.2594,N0,Lumen
54,1863.22,N1,Lumen
55,370.246,N0,Wall
55,1907.97,N1,Wall
55,13.225,N0,Lumen
55,1862.89,N1,Lumen
56,370.324,N0,Wall
56,1907.88,N1,Wall
56,13.1922,N0,Lumen
56,1862.58,N1,Lumen
57,370.4,N0,Wall
57,1907.79,N1,Wall
57,13.1608,N0,Lumen
57,1862.28,N1,Lumen
58,370.472,N0,Wall
58,1907.7,N1,Wall
58,13.1308,N0,Lumen
58,1861.99,N1,Lumen
59,370.542,N0,Wall
59,1907.62,N1,Wall
59,13.1021,N0,Lumen
59,1861.72,N1,Lumen
60,370.609,N0,Wall
60,1907.54,N1,Wall
60,13.0746,N0,Lumen
60,1861.45,N1,Lumen
61,370.674,N0,Wall
61,1907.47,N1,Wall
61,13.0482,N0,Lumen
61,1861.19,N1,Lumen
62,370.736,N0,Wall
62,1907.4,N1,Wall
62,13.0229,N0,Lumen
62,1860.95,N1,Lumen
63,370.796,N0,Wall
63,1907.33,N1,Wall
63,12.9986,N0,Lumen
63,1860.71,N1,Lumen
64,370.854,N0,Wall
64,1907.26,N1,Wall
64,12.9752,N0,Lumen
64,1860.48,N1,Lumen
65,370.91,N0,Wall
65,1907.19,N1,Wall
65,12.9527,N0,Lumen
65,1860.26,N1,Lumen
66,370.964,N0,Wall
66,1907.13,N1,Wall
66,12.9311,N0,Lumen
66,1860.04,N1,Lumen
67,371.016,N0,Wall
67,1907.07,N1,Wall
67,12.9103,N0,Lumen
67,1859.84,N1,Lumen
68,371.067,N0,Wall
68,1907.01,N1,Wall
68,12.8902,N0,Lumen
68,1859.64,N1,Lumen
69,371.115,N0,Wall
69,1906.95,N1,Wall
69,12.8708,N0,Lumen
69,1859.44,N1,Lumen
70,371.163,N0,Wall
70,1906.9,N1,Wall
70,12.8521,N0,Lumen
70,1859.26,N1,Lumen
71,371.209,N0,Wall
71,1906.84,N1,Wall
71,12.8341,N0,Lumen
71,1859.08,N1,Lumen
72,371.253,N0,Wall
72,1906.79,N1,Wall
72,12.8166,N0,Lumen
72,1858.9,N1,Lumen
73,371.296,N0,Wall
73,1906.74,N1,Wall
73,12.7998,N0,Lumen
73,1858.73,N1,Lumen
74,371.338,N0,Wall
74,1906.69,N1,Wall
74,12.7835,N0,Lumen
74,1858.56,N1,Lumen
75,371.378,N0,Wall
75,1906.64,N1,Wall
75,12.7677,N0,Lumen
75,1858.4,N1,Lumen
76,371.418,N0,Wall
76,1906.6,N1,Wall
76,12.7524,N0,Lumen
76,1858.25,N1,Lumen
77,371.456,N0,Wall
77,1906.55,N1,Wall
77,12.7376,N0,Lumen
77,1858.1,N1,Lumen
78,371.493,N0,Wall
78,1906.51,N1,Wall
78,12.7232,N0,Lumen
78,1857.95,N1,Lumen
79,371.529,N0,Wall
79,1906.47,N1,Wall
79,12.7093,N0,Lumen
79,1857.81,N1,Lumen
80,371.564,N0,Wall
80,1906.43,N1,Wall
80,12.6958,N0,Lumen
80,1857.67,N1,Lumen
81,371.598,N0,Wall
81,1906.39,N1,Wall
81,12.6827,N0,Lumen
81,1857.54,N1,Lumen
82,371.631,N0,Wall
82,1906.35,N1,Wall
82,12.67,N0,Lumen
82,1857.41,N1,Lumen
83,371.663,N0,Wall
83,1906.31,N1,Wall
83,12.6577,N0,Lumen
83,1857.28,N1,Lumen
84,371.695,N0,Wall
84,1906.27,N1,Wall
84,12.6457,N0,Lumen
84,1857.15,N1,Lumen
85,371.725,N0,Wall
85,1906.24,N1,Wall
85,12.634,N0,Lumen
85,1857.03,N1,Lumen
86,371.755,N0,Wall
86,1906.2,N1,Wall
86,12.6227,N0,Lumen
86,1856.92,N1,Lumen
87,371.784,N0,Wall
87,1906.17,N1,Wall
87,12.6116,N0,Lumen
87,1856.8,N1,Lumen
88,371.813,N0,Wall
88,1906.14,N1,Wall
88,12.6009,N0,Lumen
88,1856.69,N1,Lumen
89,371.84,N0,Wall
89,1906.1,N1,Wall
89,12.5904,N0,Lumen
89,1856.58,N1,Lumen
90,371.867,N0,Wall
90,1906.07,N1,Wall
90,12.5802,N0,Lumen
90,1856.47,N1,Lumen
91,371.894,N0,Wall
91,1906.04,N1,Wall
91,12.5703,N0,Lumen
91,1856.37,N1,Lumen
92,371.919,N0,Wall
92,1906.01,N1,Wall
92,12.5606,N0,Lumen
92,1856.27,N1,Lumen
93,371.944,N0,Wall
93,1905.98,N1,Wall
93,12.5512,N0,Lumen
93,1856.17,N1,Lumen
94,371.969,N0,Wall
94,1905.95,N1,Wall
94,12.542,N0,Lumen
94,1856.07,N1,Lumen
95,371.993,N0,Wall
95,1905.93,N1,Wall
95,12.533,N0,Lumen
95,1855.98,N1,Lumen
96,372.016,N0,Wall
96,1905.9,N1,Wall
96,12.5243,N0,Lumen
96,1855.89,N1,Lumen
97,372.039,N0,Wall
97,1905.87,N1,Wall
97,12.5158,N0,Lumen
97,1855.8,N1,Lumen
98,372.061,N0,Wall
98,1905.85,N1,Wall
98,12.5074,N0,Lumen
98,1855.71,N1,Lumen
99,372.083,N0,Wall
99,1905.82,N1,Wall
99,12.4993,N0,Lumen
99,1855.62,N1,Lumen
100,372.105,N0,Wall
100,1905.8,N1,Wall
100,12.4913,N0,Lumen
100,1855.54,N1,Lumen
101,372.126,N0,Wall
101,1905.77,N1,Wall
101,12.4835,N0,Lumen
101,1855.46,N1,Lumen
102,372.146,N0,Wall
102,1905.75,N1,Wall
102,12.476,N0,Lumen
102,1855.38,N1,Lumen
103,372.166,N0,Wall
103,1905.72,N1,Wall
103,12.4685,N0,Lumen
103,1855.3,N1,Lumen
104,372.186,N0,Wall
104,1905.7,N1,Wall
104,12.4613,N0,Lumen
104,1855.22,N1,Lumen
105,372.205,N0,Wall
105,1905.68,N1,Wall
105,12.4542,N0,Lumen
105,1855.14,N1,Lumen
106,372.224,N0,Wall
106,1905.66,N1,Wall
106,12.4472,N0,Lumen
106,1855.07,N1,Lumen
107,372.242,N0,Wall
107,1905.63,N1,Wall
107,12.4404,N0,Lumen
107,1855,N1,Lumen
108,372.26,N0,Wall
108,1905.61,N1,Wall
108,12.4338,N0,Lumen
108,1854.93,N1,Lumen
109,372.278,N0,Wall
109,1905.59,N1,Wall
109,12.4272,N0,Lumen
109,1854.86,N1,Lumen
110,372.295,N0,Wall
110,1905.57,N1,Wall
110,12.4209,N0,Lumen
110,1854.79,N1,Lumen
111,372.312,N0,Wall
111,1905.55,N1,Wall
111,12.4146,N0,Lumen
111,1854.72,N1,Lumen
112,372.329,N0,Wall
112,1905.53,N1,Wall
112,12.4085,N0,Lumen
112,1854.66,N1,Lumen
113,372.345,N0,Wall
113,1905.51,N1,Wall
113,12.4025,N0,Lumen
113,1854.59,N1,Lumen
114,372.361,N0,Wall
114,1905.5,N1,Wall
114,12.3966,N0,Lumen
114,1854.53,N1,Lumen
115,372.377,N0,Wall
115,1905.48,N1,Wall
115,12.3909,N0,Lumen
115,1854.47,N1,Lumen
116,372.393,N0,Wall
116,1905.46,N1,Wall
116,12.3852,N0,Lumen
116,1854.41,N1,Lumen
117,372.408,N0,Wall
117,1905.44,N1,Wall
117,12.3797,N0,Lumen
117,1854.35,N1,Lumen
118,372.423,N0,Wall
118,1905.42,N1,Wall
118,12.3742,N0,Lumen
118,1854.29,N1,Lumen
119,372.437,N0,Wall
119,1905.41,N1,Wall
119,12.3689,N0,Lumen
119,1854.23,N1,Lumen
120,372.452,N0,Wall
120,1905.39,N1,Wall
120,12.3637,N0,Lumen
120,1854.17,N1,Lumen
121,372.466,N0,Wall
121,1905.37,N1,Wall
121,12.3585,N0,Lumen
121,1854.12,N1,Lumen
122,372.48,N0,Wall
122,1905.36,N1,Wall
122,12.3535,N0,Lumen
122,1854.06,N1,Lumen
123,372.493,N0,Wall
123,1905.34,N1,Wall
123,12.3486,N0,Lumen
123,1854.01,N1,Lumen
124,372.507,N0,Wall
124,1905.33,N1,Wall
124,12.3437,N0,Lumen
124,1853.96,N1,Lumen
125,372.52,N0,Wall
125,1905.31,N1,Wall
125,12.3389,N0,Lumen
125,1853.91,N1,Lumen
126,372.533,N0,Wall
126,1905.3,N1,Wall
126,12.3343,N0,Lumen
126,1853.85,N1,Lumen
127,372.545,N0,Wall
127,1905.28,N1,Wall
127,12.3297,N0,Lumen
127,1853.8,N1,Lumen
128,372.558,N0,Wall
128,1905.27,N1,Wall
128,12.3251,N0,Lumen
128,1853.76,N1,Lumen
129,372.57,N0,Wall
129,1905.25,N1,Wall
129,12.3207,N0,Lumen
129,1853.71,N1,Lumen
130,372.582,N0,Wall
130,1905.24,N1,Wall
130,12.3163,N0,Lumen
130,1853.66,N1,Lumen
131,372.594,N0,Wall
131,1905.22,N1,Wall
131,12.3121,N0,Lumen
131,1853.61,N1,Lumen
132,372.606,N0,Wall
132,1905.21,N1,Wall
132,12.3078,N0,Lumen
132,1853.57,N1,Lumen
133,372.617,N0,Wall
133,1905.2,N1,Wall
133,12.3037,N0,Lumen
133,1853.52,N1,Lumen
134,372.629,N0,Wall
134,1905.18,N1,Wall
134,12.2996,N0,Lumen
134,1853.48,N1,Lumen
135,372.64,N0,Wall
135,1905.17,N1,Wall
135,12.2956,N0,Lumen
135,1853.43,N1,Lumen
136,372.651,N0,Wall
136,1905.16,N1,Wall
136,12.2917,N0,Lumen
136,1853.39,N1,Lumen
137,372.662,N0,Wall
137,1905.14,N1,Wall
137,12.2878,N0,Lumen
137,1853.35,N1,Lumen
138,372.672,N0,Wall
138,1905.13,N1,Wall
138,12.284,N0,Lumen
138,1853.31,N1,Lumen
139,372.683,N0,Wall
139,1905.12,N1,Wall
139,12.2802,N0,Lumen
139,1853.27,N1,Lumen
140,372.693,N0,Wall
140,1905.11,N1,Wall
140,12.2765,N0,Lumen
140,1853.22,N1,Lumen
141,372.703,N0,Wall
141,1905.1,N1,Wall
141,12.2729,N0,Lumen
141,1853.18,N1,Lumen
142,372.713,N0,Wall
142,1905.08,N1,Wall
142,12.2693,N0,Lumen
142,1853.15,N1,Lumen
143,372.723,N0,Wall
143,1905.07,N1,Wall
143,12.2658,N0,Lumen
143,1853.11,N1,Lumen
144,372.733,N0,Wall
144,1905.06,N1,Wall
144,12.2623,N0,Lumen
144,1853.07,N1,Lumen
145,372.742,N0,Wall
145,1905.05,N1,Wall
145,12.2589,N0,Lumen
145,1853.03,N1,Lumen
146,372.752,N0,Wall
146,1905.04,N1,Wall
146,12.2555,N0,Lumen
146,1852.99,N1,Lumen
147,372.761,N0,Wall
147,1905.03,N1,Wall
147,12.2522,N0,Lumen
147,1852.96,N1,Lumen
148,372.77,N0,Wall
148,1905.02,N1,Wall
148,12.249,N0,Lumen
148,1852.92,N1,Lumen
149,372.779,N0,Wall
149,1905.01,N1,Wall
149,12.2457,N0,Lumen
149,1852.89,N1,Lumen
150,372.788,N0,Wall
150,1905,N1,Wall
150,12.2426,N0,Lumen
150,1852.85,N1,Lumen
151,372.797,N0,Wall
151,1904.99,N1,Wall
151,12.2394,N0,Lumen
151,1852.82,N1,Lumen
152,372.805,N0,Wall
152,1904.98,N1,Wall
152,12.2364,N0,Lumen
152,1852.78,N1,Lumen
153,372.814,N0,Wall
153,1904.97,N1,Wall
153,12.2333,N0,Lumen
153,1852.75,N1,Lumen
154,372.822,N0,Wall
154,1904.96,N1,Wall
154,12.2303,N0,Lumen
154,1852.72,N1,Lumen
155,372.83,N0,Wall
155,1904.95,N1,Wall
155,12.2274,N0,Lumen
155,1852.68,N1,Lumen
156,372.839,N0,Wall
156,1904.94,N1,Wall
156,12.2245,N0,Lumen
156,1852.65,N1,Lumen
157,372.847,N0,Wall
157,1904.93,N1,Wall
157,12.2216,N0,Lumen
157,1852.62,N1,Lumen
158,372.855,N0,Wall
158,1904.92,N1,Wall
158,12.2188,N0,Lumen
158,1852.59,N1,Lumen
159,372.863,N0,Wall
159,1904.91,N1,Wall
159,12.216,N0,Lumen
159,1852.56,N1,Lumen
160,372.87,N0,Wall
160,1904.9,N1,Wall
160,12.2133,N0,Lumen
160,1852.53,N1,Lumen
161,372.878,N0,Wall
161,1904.89,N1,Wall
161,12.2106,N0,Lumen
161,1852.5,N1,Lumen
162,372.885,N0,Wall
162,1904.88,N1,Wall
162,12.2079,N0,Lumen
162,1852.47,N1,Lumen
163,372.893,N0,Wall
163,1904.87,N1,Wall
163,12.2053,N0,Lumen
163,1852.44,N1,Lumen
164,372.9,N0,Wall
164,1904.87,N1,Wall
164,12.2027,N0,Lumen
164,1852.41,N1,Lumen
165,372.907,N0,Wall
165,1904.86,N1,Wall
165,12.2001,N0,Lumen
165,1852.38,N1,Lumen
166,372.915,N0,Wall
166,1904.85,N1,Wall
166,12.1976,N0,Lumen
166,1852.35,N1,Lumen
167,372.922,N0,Wall
167,1904.84,N1,Wall
167,12.1951,N0,Lumen
167,1852.33,N1,Lumen
168,372.929,N0,Wall
168,1904.83,N1,Wall
168,12.1926,N0,Lumen
168,1852.3,N1,Lumen
169,372.936,N0,Wall
169,1904.82,N1,Wall
169,12.1901,N0,Lumen
169,1852.27,N1,Lumen
170,372.942,N0,Wall
170,1904.82,N1,Wall
170,12.1877,N0,Lumen
170,1852.25,N1,Lumen
171,372.949,N0,Wall
171,1904.81,N1,Wall
171,12.1854,N0,Lumen
171,1852.22,N1,Lumen
172,372.956,N0,Wall
172,1904.8,N1,Wall
172,12.183,N0,Lumen
172,1852.19,N1,Lumen
173,372.962,N0,Wall
173,1904.79,N1,Wall
173,12.1807,N0,Lumen
173,1852.17,N1,Lumen
174,372.969,N0,Wall
174,1904.79,N1,Wall
174,12.1784,N0,Lumen
174,1852.14,N1,Lumen
175,372.975,N0,Wall
175,1904.78,N1,Wall
175,12.1762,N0,Lumen
175,1852.12,N1,Lumen
176,372.982,N0,Wall
176,1904.77,N1,Wall
176,12.1739,N0,Lumen
176,1852.09,N1,Lumen
177,372.988,N0,Wall
177,1904.76,N1,Wall
177,12.1717,N0,Lumen
177,1852.07,N1,Lumen
178,372.994,N0,Wall
178,1904.76,N1,Wall
178,12.1696,N0,Lumen
178,1852.04,N1,Lumen
179,373,N0,Wall
179,1904.75,N1,Wall
179,12.1674,N0,Lumen
179,1852.02,N1,Lumen
180,373.006,N0,Wall
180,1904.74,N1,Wall
180,12.1653,N0,Lumen
180,1852,N1,Lumen
181,373.012,N0,Wall
181,1904.74,N1,Wall
181,12.1632,N0,Lumen
181,1851.97,N1,Lumen
182,373.018,N0,Wall
182,1904.73,N1,Wall
182,12.1611,N0,Lumen
182,1851.95,N1,Lumen
183,373.024,N0,Wall
183,1904.72,N1,Wall
183,12.1591,N0,Lumen
183,1851.93,N1,Lumen
184,373.029,N0,Wall
184,1904.71,N1,Wall
184,12.1571,N0,Lumen
184,1851.9,N1,Lumen
185,373.035,N0,Wall
185,1904.71,N1,Wall
185,12.1551,N0,Lumen
185,1851.88,N1,Lumen
186,373.041,N0,Wall
186,1904.7,N1,Wall
186,12.1531,N0,Lumen
186,1851.86,N1,Lumen
187,373.046,N0,Wall
187,1904.7,N1,Wall
187,12.1511,N0,Lumen
187,1851.84,N1,Lumen
188,373.052,N0,Wall
188,1904.69,N1,Wall
188,12.1492,N0,Lumen
188,1851.82,N1,Lumen
189,373.057,N0,Wall
189,1904.68,N1,Wall
189,12.1473,N0,Lumen
189,1851.79,N1,Lumen
190,373.063,N0,Wall
190,1904.68,N1,Wall
190,12.1454,N0,Lumen
190,1851.77,N1,Lumen
191,373.068,N0,Wall
191,1904.67,N1,Wall
191,12.1435,N0,Lumen
191,1851.75,N1,Lumen
192,373.073,N0,Wall
192,1904.66,N1,Wall
192,12.1417,N0,Lumen
192,1851.73,N1,Lumen
193,373.078,N0,Wall
193,1904.66,N1,Wall
193,12.1399,N0,Lumen
193,1851.71,N1,Lumen
194,373.084,N0,Wall
194,1904.65,N1,Wall
194,12.1381,N0,Lumen
194,1851.69,N1,Lumen
195,373.089,N0,Wall
195,1904.65,N1,Wall
195,12.1363,N0,Lumen
195,1851.67,N1,Lumen
196,373.094,N0,Wall
196,1904.64,N1,Wall
196,12.1345,N0,Lumen
196,1851.65,N1,Lumen
197,373.099,N0,Wall
197,1904.63,N1,Wall
197,12.1328,N0,Lumen
197,1851.63,N1,Lumen
198,373.104,N0,Wall
198,1904.63,N1,Wall
198,12.131,N0,Lumen
198,1851.61,N1,Lumen
199,373.109,N0,Wall
199,1904.62,N1,Wall
199,12.1293,N0,Lumen
199,1851.59,N1,Lumen
